i,c,n,s
1000294987,26636,BI-NTES@EC2612A,725
1000294876,26637,BI-TRIP@EC2609A,773
1000294930,26638,BICNOOC@EC2609A,877
1000294821,26639,BIPETCH@EC2607B,1060
1000229606,26640,UBCRAIL@EC2609A,17156
1000294988,26641,BI-SMIC@EP2610A,756
1000294877,26642,BIMTUAN@EP2610B,1042
1000294933,26643,CT-AAC @EC2609A,4209
1000294824,26645,CT-SZIG@EC2706A,4391
1000294992,26646,CT-DGL @EC2609A,4289
1000294882,26647,CTBYDEI@EC2608A,4462
1000294935,26648,CT-YOFC@EC2609A,4407
1000294831,26649,SG-AAC @EC2609A,14382
1000295000,26651,SGPINAN@EC2609A,14875
1000294887,26653,SGJDCOM@EC2612A,14777
1000294942,26655,SG-KBLH@EC2609A,14529
1000294832,26656,SG-YOFC@EC2609A,14620
1000294989,26658,BP-HSBC@EP2607B,1920
1000294897,26659,BPTENCT@EC2610B,2219
1000294964,26660,JPMTUAN@EC2608A,10358
1000294852,26661,JPALIBA@EC2607C,10020
1000295018,26662,JPKINGD@EC2611A,10285
1000294907,26664,JPBAIDU@EC2606B,10077
1000294965,26667,JP-TMEG@EC2612A,9966
1000294853,26668,JPCRAIL@EC2609B,10151
1000295019,26669,JP-SHKP@EP2609A,9947
1000294908,26671,JPBLKSM@EC2609A,10091
1000294953,26673,CI-MRES@EC2608A,3253
1000294842,26674,CIPETCH@EP2701A,3654
1000295009,26676,CIXPENG@EC2608B,3807
1000229678,26677,MBINBIO@EC2607A,11412
1000294898,26678,CI-GWMC@EC2609A,3194
1000294961,26680,HUALIBA@EC2608B,8112
1000294849,26681,HUXINYI@EC2609A,8588
1000295016,26682,HU-J&T @EC2610A,7931
1000229748,26684,JPCRAIL@EC2609A,10150
1000294905,26685,HU-GWMC@EC2611A,7901
1000294962,26686,HU-COSL@EC2611A,7848
1000294850,26687,HUMTUAN@EC2610A,8442
1000295017,26688,HU-HSBC@EC2611B,7915
1000294906,26689,HUZJGLD@EC2607B,8622
1000294963,26690,HUXPENG@EC2610A,8595
1000294851,26691,HUPETCH@EC2609A,8462
1000295230,26692,JPJDCOM@EC2612A,10264
1000295069,26693,CTALIBA@EC2607B,4425
1000295302,26694,CI-SMIC@EC2612A,3292
1000295145,26695,CIALIBA@EC2607A,3354
1000295234,26696,MB-NWD @EC2701A,11117
1000295077,26697,MBAKESO@EC2612A,11224
1000295310,26698,MB-YOFC@EC2609A,11200
1000295155,26699,MBKSOFT@EC2609A,11436
1000295225,26700,DSCLIFE@EC2609A,4966
1000295086,26701,UBKINGD@EC2611A,17222
1000295319,26702,UBTENCT@EP2608B,17424
1000295163,26703,UBTENCT@EP2608C,17425
1000295241,26706,UB-AIA @EC2704A,16816
1000295087,26707,UBCNOOC@EC2611B,17145
1000295320,26708,UBCNOOC@EC2609B,17143
1000295157,26709,MSPETCH@EC2612A,12554
1000295235,26711,MB-AAC @EC2609A,10917
1000295071,26712,GJHZROB@EC2609A,5723
1000295303,26714,GJ-CATL@EC2607A,5578
1000295147,26715,GJ-TRIP@EC2608A,5645
1000295226,26716,GJCLIFE@EC2609A,5692
1000295078,26717,MBSDGLD@EC2706A,11525
1000295306,26718,HUJDCOM@EC2609A,8348
1000295149,26719,HU-BYD @EC2608A,7792
1000295228,26720,HUCLIFE@EC2609A,8212
1000295073,26721,HUSENTM@EC2609A,8508
1000295307,26723,HUTENCT@EC2609C,8542
1000295150,26724,HUCNOOC@EP2609A,8228
1000295222,26726,CI-DFEC@EC2612A,3181
1000295067,26728,CICNOOC@EC2609B,3437
1000295301,26729,CIPETCH@EC2607A,3649
1000295144,26730,CIPINAN@EC2606B,3658
1000295223,26731,CI-HKEX@EC2609B,3197
1000295068,26732,CIJDCOM@EP2611A,3524
1000295311,26733,MB-JXR @EC2610A,11062
1000295156,26734,MBMEITU@EC2610A,11466
1000295236,26735,MB-CGS @EC2612A,10948
1000295079,26736,MBKINGD@EC2610B,11432
1000295305,26737,HSMTUAN@EC2610C,7448
1000295148,26738,HSLAOPU@EC2610A,7410
1000295227,26739,HSALIBA@EC2607C,7236
1000295072,26740,HSMTUAN@EC2710A,7456
1000295304,26741,HSXIAMI@EC2609D,7579
1000295151,26742,JPZIJIN@EC2607A,10593
1000295229,26743,JPXPENG@EC2705A,10570
1000295074,26744,JP-SJM @EC2610A,9949
1000295308,26746,JPSPDRG@EC2607C,10458
1000295152,26747,JP-MNIU@EC2609A,9892
1000295231,26748,JP-BILI@EC2607A,9655
1000295075,26750,JP-TRIP@EP2607A,9977
1000295309,26751,JPCITSE@EC2607A,10113
1000295153,26752,JP-CNMC@EC2608A,9731
1000295232,26753,JP-CGNP@EC2609A,9700
1000295058,26756,BIZJGLD@EC2609A,1218
1000295291,26757,BIJDCOM@EC2609B,958
1000295146,26758,CT-NCI @EC2612A,4364
1000295224,26759,CTCNOOC@EC2609A,4481
1000295070,26760,CT-GDS @EC2608A,4293
1000295312,26762,SGALIBA@EC2609B,14650
1000230015,26764,MS-ICBC@EC2812A,12193
1000295158,26765,SGALIBA@EC2607A,14643
1000295240,26767,SGBYDEI@EC2612A,14708
1000295084,26768,SGPOMRT@EC2607A,14884
1000295318,26769,SGCLIFE@EC2608B,14716
1000295135,26770,BP-CATL@EC2610A,1864
1000295213,26771,BPALIBA@EC2609C,2004
1000295059,26774,BPALIBA@EC2607B,1998
1000295292,26775,BPALIBA@EC2610B,2007
1000295136,26776,BPCNOOC@EC2610A,2054
1000295214,26777,BPMTUAN@EC2608D,2146
1000295060,26778,BPJIANC@EC2610A,2100
1000295293,26779,BPPETCH@EC2609B,2167
1000295137,26780,BPCP&CC@EC2610A,2061
1000295215,26782,BPPINAN@EC2610B,2173
1000295061,26784,BPCLIFE@EC2610A,2050
1000295294,26786,BPXIAMI@EC2610B,2263
1000295139,26787,BP-SMIC@EC2609A,1959
1000295217,26789,BPZJGLD@EC2609A,2295
1000295066,26790,BPMTUAN@EC2612D,2152
1000295300,26791,BPLAOPU@EC2610A,2124
1000295154,26792,JPCNOOC@EC2611A,10140
1000295233,26793,JP-COSL@EC2609A,9732
1000295076,26794,JPPETCH@EC2702A,10391
1000295378,26795,JP-AAC @EC2609A,9635
1000295426,26796,JP-HSBC@EC2609C,9807
1000295522,26797,JPCSHIP@EC2609A,10168
1000295474,26798,JPPOMRT@EC2607A,10413
1000295379,26800,JPLININ@EC2612A,10336
1000295427,26801,JPCLIFE@EC2608B,10120
1000295523,26802,JPAIRCN@EC2611A,10010
1000295467,26803,CIALIBA@EC2606C,3353
1000295372,26804,CIALIBA@EC2609C,3360
1000295420,26805,CI-SMIC@EC2609D,3288
1000295512,26806,BI-HSBC@EC2609F,658
1000295468,26807,CTCMOLY@EC2607B,4477
1000295373,26808,GJXIAMI@EC2608C,5836
1000295423,26809,HUCNOOC@EC2609A,8224
1000295519,26812,HU-HPE @EC2608B,7910
1000295472,26813,HUAKESO@EC2608A,8104
1000295376,26814,HUMIDEA@EC2609A,8430
1000295424,26815,HU-CMOB@EC2612A,7838
1000295520,26816,HUMEITU@EC2608B,8425
1000295473,26818,HUBEONE@EC2611A,8178
1000295377,26819,HUBAIDU@EC2611A,8170
1000295425,26820,HU-CMB @EC2609A,7832
1000295521,26821,HUKSOFT@EC2608A,8384
1000295475,26823,MBHK&CG@EC2612A,11395
1000295382,26824,MS-CATL@EP2609A,12084
1000295476,26828,MSCLIFE@EC2608B,12380
1000295383,26829,MSXIAMI@EC2608D,12655
1000295429,26830,MSBAIDU@EC2606B,12355
1000295524,26831,MSPOMRT@EC2607A,12566
1000295478,26832,UBBAIDU@EC2606B,17116
1000295385,26833,UB-MNIU@EC2609A,16984
1000295432,26834,UB-BILI@EC2607A,16822
1000295527,26837,UBXPENG@EC2705A,17469
1000295479,26838,UBCNOOC@EP2609A,17149
1000295386,26839,UBALIBA@EC2609C,17075
1000295433,26840,UBKSOFT@EC2608A,17223
1000295528,26841,UB-SMIC@EC2612A,17023
1000295480,26842,UBCLIFE@EC2608B,17131
1000295380,26843,MB-HPE @EC2609A,11044
1000295418,26844,BP-HSBC@EP2610A,1922
1000295514,26845,BPALIBA@EC2609D,2005
1000295465,26846,BPXIAMI@EC2609D,2261
1000295371,26847,BP-HSBC@EC2609C,1913
1000295419,26848,BPZIJIN@EC2612A,2290
1000295515,26849,BP-BYD @EC2610B,1855
1000295466,26850,BP-AIA @EC2611B,1840
1000295381,26851,MBMTUAN@EC2706A,11479
1000295428,26853,MB-DFEC@EC2609A,11013
1000295513,26854,BICNOOC@EC2611B,879
1000295469,26855,HS-BILI@EC2607A,7039
1000295374,26856,HS-CATL@EC2607A,7055
1000295431,26857,SGMTUAN@EC2710A,14856
1000295526,26858,SG-HSBC@EC2609C,14492
1000295477,26859,SGBOCHK@EC2609A,14700
1000295384,26860,SG-HKEX@EC2611A,14482
1000295552,26862,CTCSHIP@EC2608A,4492
1000295596,26863,BIPINAN@EC2609A,1069
1000295650,26864,CIALIBA@EP2706A,3376
1000295700,26866,CIALIBA@EP2702A,3375
1000295551,26869,CITENCT@EP2611A,3754
1000295610,26870,MSTENCT@EP2608C,12637
1000295661,26871,UB-BOCL@EC2609A,16829
1000295711,26873,UBJDCOM@EC2612A,17203
1000295562,26875,UBTENCT@EC2609B,17395
1000295611,26876,UB-AAC @EC2609A,16801
1000295659,26877,JP-LENS@EC2609A,9881
1000295709,26878,JPBOCHK@EC2609A,10093
1000295559,26879,JPXIAMI@EC2608D,10546
1000277283,26880,BIKUASO@EC2606B,977
1000295609,26881,JPJIANC@EC2607A,10268
1000295660,26882,JPSCHLD@EC2608B,10444
1000295701,26883,CTHSTEC@EP2612A,4524
1000295553,26886,CT-BYD @EC2612A,4234
1000295602,26887,CTLININ@EC2612A,4585
1000295653,26888,CTALUCO@EC2610A,4441
1000295710,26889,MB-BEKE@EC2704A,10926
1000295561,26890,MBSANDS@EC2610A,11520
1000295608,26891,HU3SBIO@EC2609A,8092
1000295658,26893,HU-GTHT@EC2701A,7897
1000295708,26894,HUALIBA@EP2612A,8131
1000295567,26899,HULONKI@EC2608A,8419
1000295617,26900,MB-SHEC@EC2703A,11144
1000295663,26901,BPTENCT@EC2610C,2220
1000295713,26903,BPCMOLY@EC2608A,2052
1000295563,26904,BPBAIDU@EC2606B,2034
1000295612,26905,BP-SMIC@EC2612A,1965
1000295662,26906,BPCSHIP@EC2608A,2065
1000295712,26907,BP-AAC @EC2609A,1833
1000295568,26908,JPMTUAN@EP2612A,10373
1000295616,26909,JPALIBA@EP2609B,10049
1000295666,26910,HUDTRNP@EC2701A,8266
1000295971,26911,JP-SMIC@EC2612A,9954
1000277245,26913,MSHUAHO@EC2608A,12444
1000295904,26914,GJCNOOC@EC2609A,5698
1000295835,26915,GJPETCH@EC2609A,5777
1000295793,26916,UBLININ@EC2612A,17270
1000295993,26919,UBAIRCN@EC2611A,17053
1000295903,26921,DSPINAN@EC2609A,4996
1000295846,26925,MBPETCH@EP2701A,11496
1000295777,26926,MBFITHT@EC2609B,11355
1000295963,26927,BIALIBA@EC2609C,811
1000295926,26928,UB-HSBC@EC2609E,16924
1000295859,26929,UBGEELY@EC2612A,17173
1000295791,26930,UBJIANC@EC2607B,17210
1000277147,26931,MSGANFE@EC2607A,12418
1000230684,26932,UBALIBA@EC2812A,17091
1000295994,26933,UBPETCH@EC2612A,17322
1000295927,26935,UBCNOOC@EC2611C,17146
1000295860,26936,UB-BYD @EC2612A,16839
1000295792,26937,UB-AIA @EC2612B,16814
1000295978,26939,MBCRGAS@EC2609A,11324
1000295913,26940,MBCNOOC@EP2609A,11313
1000295847,26941,MBINBIO@EC2609A,11413
1000295778,26942,MB-CSC @EC2609A,10996
1000295979,26943,MB-CGSH@EC2609A,10950
1000295914,26944,MBPETCH@EC2609A,11494
1000295848,26945,MBCCOAL@EC2611A,11284
1000295780,26946,MS-HKEX@EC2609A,12153
1000295982,26947,MS-HSBC@EP2609B,12176
1000295916,26949,MS-ZTE @EC2609A,12295
1000295851,26950,MS-LINK@EC2609A,12211
1000295784,26952,MSPOMRT@EP2609A,12574
1000295985,26953,MSMTUAN@EP2610A,12543
1000295919,26954,MSYKENR@EC2611A,12676
1000295853,26955,MSJDCOM@EP2609A,12460
1000295783,26956,MSHZROB@EC2609A,12453
1000295984,26957,MSPICCG@EC2612A,12557
1000295918,26959,MS-TMEG@EC2612A,12267
1000295852,26960,MSCTGDF@EC2609A,12410
1000295782,26963,MSAKESO@EC2608A,12300
1000295983,26964,MS-MRES@EC2609B,12221
1000295917,26966,MS-SJM @EC2610A,12263
1000295850,26967,MS-CRBH@EC2607A,12123
1000295781,26968,MSSENTM@EC2608A,12591
1000295981,26969,MSBYDEI@EC2608A,12374
1000295902,26970,CT-ZTE @EC2609A,4412
1000295834,26971,CT-HKEX@EC2611A,4301
1000295767,26972,CT-BILI@EC2606A,4221
1000295968,26974,CTAIRCN@EC2611A,4417
1000295915,26975,MBALIBA@EC2609B,11229
1000295849,26976,MB-ACMT@EC2611A,10919
1000295779,26977,MBPICCG@EC2609A,11500
1000295980,26979,MBYKENR@EC2612B,11594
1000295898,26982,CIFEIHE@EC2612A,3461
1000295830,26983,CIMTUAN@EP2611A,3620
1000277286,26984,BPCNOOC@EC2611A,2056
1000295764,26985,CI-CHQG@EC2607A,3140
1000295965,26987,CIPINAN@EC2607A,3659
1000295899,26988,CICLIFE@EC2610A,3424
1000295833,26989,CICP&CC@EC2609A,3446
1000295770,26990,JPJIANC@EC2607B,10269
1000295970,26991,JP-BOCL@EC2609A,9663
1000295910,26992,JPZJGLD@EC2609A,10606
1000295842,26993,JP-DGL @EC2609B,9761
1000295768,26994,HSPETCH@EC2701A,7464
1000295969,26996,HSCNOOC@EC2611B,7317
1000295905,26998,HS-WPC @EC2609A,7206
1000295836,26999,HSCPAIR@EC2609A,7324
1000295762,27000,BP-BILI@EC2610A,1844
1000295995,27001,BPALIBA@EP2702A,2024
1000295896,27002,BPTENCT@EP2611A,2244
1000295861,27003,BPALIBA@EP2610A,2022
1000295797,27004,SGCNOOC@EC2611C,14729
1000295999,27005,SGPETCH@EC2702A,14868
1000295931,27006,SGLAOPU@EC2610A,14818
1000295864,27007,SG-AIA @EC2611B,14389
1000295796,27008,JP-ZTE @EC2609A,10005
1000295998,27009,JP-GEG @EC2609B,9779
1000295930,27010,JPXTAPI@EC2610A,10574
1000295863,27011,JPMIDEA@EC2702A,10343
1000295794,27012,HUALIBA@EC2609B,8114
1000295996,27013,HU-GEG @EC2612A,7895
1000295928,27015,HUCSHCL@EC2701A,8248
1000295862,27016,HU-CATL@EC2609A,7801
1000295795,27017,HUHZROB@EC2609B,8332
1000295997,27018,HUCIMCE@EC2609A,8204
1000295929,27019,HUWASON@EC2610A,8571
1000296066,27020,JPTENCT@EP2608B,10512
1000296017,27021,JPLAOPU@EC2610A,10311
1000296163,27023,JPCNOOC@EC2609A,10139
1000296114,27025,HUXIAMI@EC2609B,8579
1000296065,27026,HU-SMIC@EC2612A,8028
1000296016,27027,HU-HSBC@EP2609A,7919
1000296160,27030,CI-CATL@EP2609A,3125
1000296112,27034,CI-MPSC@EC2611A,3252
1000296064,27035,CI-BILI@EP2610A,3104
1000296049,27036,MS-AAC @EC2608A,12051
1000296195,27037,MS-KBLH@EC2609A,12197
1000296145,27038,MSKSCLD@EC2610A,12481
1000296086,27039,BILAOPU@EC2610A,991
1000296037,27040,BIPINAN@EC2606C,1066
1000296183,27041,BI-TMEG@EC2612A,767
1000296134,27044,BIZJGLD@EC2609B,1219
1000296085,27045,BISENTM@EC2608A,1097
1000296053,27046,UBSENTM@EC2609A,17363
1000296199,27048,UBCLIFE@EC2609A,17133
1000296151,27051,UBZJGLD@EC2609A,17489
1000296102,27052,UBBOCHK@EC2609A,17126
1000296044,27053,GJALIBA@EC2607B,5656
1000296190,27054,GJALIBA@EC2609B,5661
1000231323,27055,MB-J&T @EC2607A,11054
1000231317,27056,MBKUASO@EC2607A,11439
1000296146,27057,SG-BYD @EC2612A,14411
1000296101,27058,SGTENCT@EP2609A,14953
1000296039,27059,BPAKESO@EC2610A,1992
1000296186,27060,BP-CATL@EP2609A,1867
1000296136,27061,BPJIANC@EC2607B,2099
1000296088,27063,BP-BYD @EC2612A,1856
1000296040,27065,BP-CSPC@EC2611A,1887
1000296192,27066,HSHZROB@EC2609A,7369
1000296142,27067,HS-DFEC@EC2609A,7095
1000296094,27068,HS-AIA @EC2611B,7032
1000296046,27069,HSPINAN@EC2609A,7469
1000296322,27070,HSMTUAN@EC2612A,7450
1000296282,27072,MB-NIO @EP2609A,11112
1000296203,27074,MB-KECL@EC2609A,11075
1000296243,27075,MBBYDEI@EC2609B,11276
1000296323,27077,MB-ZGHL@EC2703A,11207
1000296283,27078,MBHRPHA@EC2610A,11399
1000296206,27079,MB-SDWG@EC2702A,11136
1000296244,27080,BIALIBA@EP2609B,833
1000296327,27081,UBLAOPU@EC2610A,17245
1000296287,27082,UB-CSPC@EC2611A,16883
1000296207,27083,UB-CATL@EP2703A,16855
1000296246,27085,CI-DFEC@EC2609A,3180
1000296324,27086,BPXPENG@EC2609A,2279
1000296284,27087,BPTENCT@EC2612B,2228
1000296204,27088,BPTENCT@EC2608D,2212
1000296245,27089,BPTENCT@EP2611B,2245
1000296325,27090,HS-GDS @EC2612A,7103
1000296285,27092,HS-AAC @EC2609A,7025
1000296205,27093,HSBYDEI@EC2608A,7288
1000296247,27094,MSHZROB@EP2609A,12454
1000296326,27096,MSPINAN@EC2609A,12559
1000296286,27097,MSSANDS@EC2610A,12582
1000296210,27098,MSKSOFT@EC2608A,12484
1000296250,27100,JP-KBLH@EC2609A,9866
1000277287,27101,CI-HSBC@EC2607A,3206
1000296330,27102,JP-CGS @EC2610A,9702
1000296289,27104,JPTENCT@EP2611A,10514
1000296209,27105,JP-GWMC@EC2611A,9787
1000296251,27106,JP-JXR @EC2609A,9865
1000296331,27107,JP-CATL@EP2705A,9689
1000296290,27108,MBCNOOC@EC2611A,11310
1000296208,27109,HU-CATL@EC2609B,7802
1000296249,27110,HU-CATL@EP2610A,7806
1000296329,27111,HUALIBA@EC2609C,8115
1000296288,27112,HUTENCT@EC2609D,8543
1000296369,27113,MBNFSPR@EC2609A,11487
1000296491,27114,MBCIMCE@EC2609A,11292
1000277139,27115,CI-GWMC@EC2607B,3193
1000296450,27116,MBWASON@EC2609A,11568
1000296407,27117,CIXIAMI@EC2608C,3787
1000296366,27118,CI-GEG @EC2609B,3188
1000296489,27119,CIYKENR@EP2611A,3821
1000296451,27120,UBJDCOM@EP2609A,17206
1000296410,27121,UB-LINK@EC2609A,16979
1000296377,27123,UB-HKEX@EC2609B,16905
1000296492,27125,UBALIBA@EP2609C,17100
1000296459,27127,UB-GEG @EC2609B,16897
1000296418,27128,UBPINAN@EC2609A,17329
1000296376,27129,UBSANDS@EC2610A,17358
1000296500,27130,UBTENCT@EP2611A,17428
1000296458,27131,UB-GWMC@EC2611A,16903
1000296416,27132,GJMTUAN@EP2610A,5773
1000296373,27136,GJ-CATL@EC2609A,5579
1000296496,27137,GJMTUAN@EC2611B,5765
1000296454,27138,BI-ZTE @EC2609A,790
1000277288,27139,CIHUAHO@EC2606B,3493
1000296413,27140,BITENCT@EP2610A,1141
1000277140,27141,CIINBIO@EC2606A,3515
1000296371,27142,BI-HSBC@EP2609C,671
1000296494,27143,BIALIBA@EC2609D,812
1000296453,27144,BI-MRES@EC2609A,714
1000296412,27145,BI-GEG @EC2609A,632
1000296370,27146,BIHRPHA@EC2609A,913
1000296493,27147,BIPETCH@EC2701A,1062
1000296452,27148,BI-ACMT@EC2611A,539
1000296411,27149,BI-HKEX@EC2609B,640
1000296374,27150,MSZHIST@EC2609A,12678
1000296499,27151,MSTENCT@EP2610A,12638
1000296457,27153,MS-BILI@EC2609A,12062
1000296417,27154,MSFOPHA@EC2609A,12416
1000296375,27157,MSPETCH@EP2701A,12555
1000296498,27158,MSJIANC@EC2607B,12463
1000296456,27161,MSFITHT@EC2609A,12413
1000296415,27162,CT-GEG @EC2609A,4296
1000277189,27163,CI-SMIC@EC2607A,3280
1000296372,27164,CT-CSPC@EC2609A,4276
1000296495,27165,CTCNOOC@EP2609A,4485
1000296455,27166,BPXTAPI@EC2610A,2282
1000296414,27168,BPCNOOC@EC2610B,2055
1000296380,27170,BPCNOOC@EP2609A,2058
1000296497,27171,HUYKENR@EC2612B,8604
1000277238,27172,CI-SMIC@EC2608B,3284
1000296469,27173,HU-AIA @EC2609A,7780
1000296430,27176,SG-LINK@EC2609A,14545
1000296388,27177,SGXTAPI@EC2610A,14987
1000296512,27178,SGCNOOC@EP2609A,14732
1000231785,27179,MSALIBA@EC2806A,12330
1000296471,27180,SGSENTM@EC2608A,14911
1000296429,27181,SG-GEG @EC2609B,14467
1000231778,27182,MSTENCT@EC2812A,12633
1000296386,27183,JP-HKEX@EC2609B,9789
1000231793,27184,MS-CCB @EC2812A,12092
1000296510,27185,JPNBTWN@EC2609A,10376
1000296470,27186,JPSPDRG@EC2703A,10465
1000277292,27187,HS-XYS @EC2612A,7213
1000296428,27188,JP-JDHI@EC2702A,9861
1000296547,27189,CT-MNIU@EC2612A,4360
1000296612,27190,HSSENTM@EC2608A,7504
1000296579,27191,HSCNOOC@EP2609A,7320
1000296652,27192,MBHUAHO@EC2609A,11402
1000296554,27193,MB-MTRC@EC2703A,11106
1000296619,27194,MB-CHQG@EC2609A,10952
1000296583,27195,JPCPAIR@EC2609A,10148
1000296648,27196,JP3SBIO@EC2609A,10008
1000296551,27197,JP-HUAP@EC2608A,9854
1000296621,27198,UB-BILI@EC2609A,16823
1000296587,27199,UBPETCH@EP2701A,17326
1000296645,27200,CIBOCHK@EC2609A,3404
1000231895,27201,HSBYDEI@EC2612A,7290
1000296546,27202,CISTANC@EC2610B,3721
1000296616,27203,HU-ZTE @EC2609B,8089
1000296582,27204,HU-AAC @EC2609A,7774
1000231898,27205,UBTENCT@EC2812A,17419
1000296653,27206,MBSENTM@EC2609A,11527
1000296555,27207,MBSTANC@EC2612A,11545
1000296620,27208,MB-AIA @EP2703A,10924
1000296578,27209,CTCP&CC@EC2609A,4488
1000296658,27210,CTHZROB@EC2609A,4535
1000296548,27211,CT-JDL @EC2609A,4342
1000296611,27212,CTLAOPU@EC2609A,4572
1000296592,27213,CTBLKSM@EC2608A,4459
1000296659,27214,CTZJGLD@EC2609A,4706
1000296560,27215,CTPETCH@EC2701A,4612
1000296626,27216,HS-CATL@EC2609A,7056
1000296593,27217,HS-GEG @EC2609B,7105
1000296660,27218,HSCFJLG@EC2612A,7294
1000296559,27219,BP-HKEX@EC2609B,1903
1000296625,27220,BP-HSBC@EC2609D,1914
1000296832,27221,BITENCT@EC2609C,1118
1000296786,27222,JPSENTM@EC2608A,10448
1000296692,27223,JP-CATL@EP2703B,9688
1000296739,27224,JP-CHQG@EC2607A,9704
1000277142,27226,HSJDCOM@EC2609A,7375
1000296836,27227,JPCMOLY@EC2609A,10133
1000296787,27228,JPTENCT@EC2611A,10492
1000296689,27229,CI-ZGHL@EC2701A,3337
1000296737,27231,CIZIJIN@EC2609A,3826
1000296833,27232,CIALUCO@EC2607A,3380
1000296784,27233,CIJIANC@EC2607C,3528
1000296690,27234,CI-AAC @EC2609B,3081
1000296738,27235,CIHESAI@EC2609A,3481
1000296834,27236,CI-CATL@EC2609B,3121
1000296791,27238,UBPETCH@EC2701A,17323
1000296696,27239,UBCPAIR@EC2609A,17155
1000296744,27240,UBMTUAN@EP2612B,17306
1000296841,27242,GJ-HSI @EP2608A,5627
1000296785,27243,GJ-CATL@EP2610A,5587
1000232094,27244,HSCRAIL@EC2609A,7326
1000296691,27245,GJPINAN@EC2609A,5781
1000296746,27246,GJPINAN@EC2606B,5779
1000296840,27247,CTSDGLD@EC2705A,4644
1000296792,27248,CT-CATL@EP2703A,4246
1000296697,27250,CT-BYD @EP2611A,4237
1000296745,27251,CTCCOAL@EC2609A,4465
1000296845,27252,HSSMORE@EC2610A,7508
1000296797,27253,HSCSHIP@EC2609A,7333
1000296702,27256,HSMTUAN@EP2612A,7458
1000296759,27257,SG-CATL@EP2704A,14426
1000296848,27258,JP-CATL@EC2704A,9685
1000296799,27259,HUBYDEI@EC2608A,8191
1000296705,27260,JP-ZGHL@EC2609A,10002
1000296897,27261,GJ-CATL@EC2610A,5580
1000296934,27262,GJ-SMIC@EC2609A,5636
1000296972,27263,GJLAOPU@EC2609A,5741
1000297009,27264,GJ-BYD @EP2606A,5574
1000296911,27265,UB-CATL@EP2704A,16856
1000232286,27266,MS-CPWR@EC2609A,12121
1000296954,27269,MBJDCOM@EP2612A,11417
1000296988,27270,BIXIAMI@EC2610C,1169
1000297024,27271,BIXIAMI@EC2610D,1170
1000232282,27272,MS-HKEX@EC2812A,12157
1000296912,27273,BIHUAHO@EC2609D,925
1000296949,27274,BIBEONE@EC2610A,858
1000296987,27275,BI-CATL@EC2704A,580
1000297027,27277,GJHUAHO@EC2607A,5711
1000296914,27279,GJALIBA@EC2609C,5662
1000296955,27282,MSALIBA@EP2609B,12336
1000296990,27284,JPCSHEN@EC2607B,10164
1000297029,27285,JPFOPHA@EC2609A,10191
1000296917,27286,JP-CRBH@EC2607A,9740
1000296952,27287,JPZHIST@EC2610A,10587
1000296991,27288,JPROBSN@EC2611A,10437
1000297025,27289,BP-CATL@EP2703A,1868
1000296913,27290,CI-JDHI@EC2702A,3220
1000296950,27292,CICIMCE@EC2609A,3418
1000296992,27293,SG-YOFC@EC2609B,14621
1000297026,27295,CTYKENR@EC2612A,4695
1000296916,27296,HUBSSCG@EC2609A,8187
1000296951,27298,HSXPENG@EC2609B,7596
1000296989,27299,HSKINGD@EC2611A,7389
1000297028,27300,HSXTAPI@EC2610A,7602
1000296915,27301,HS-KBLH@EC2609A,7140
1000296953,27302,JPYKENR@EC2609A,10583
1000297124,27304,UB-HKEX@EC2610A,16907
1000297156,27306,UBALIBA@EP2701A,17106
1000297060,27307,UBCSHEN@EC2607B,17160
1000297078,27308,BIXTAPI@EC2610A,1207
1000297110,27309,BIKINGD@EC2611A,972
1000297142,27311,BILAOPU@EC2609A,990
1000297047,27312,BI-TMEG@EC2609A,766
1000297082,27313,CTSMORE@EC2609A,4646
1000297115,27316,HUFITHT@EC2609A,8273
1000297149,27318,HUCFJLG@EC2612A,8200
1000297053,27319,HUAKESO@EC2612A,8106
1000297087,27320,MB-WUXI@EC2609A,11185
1000297116,27321,JP-HKEX@EP2609A,9800
1000297150,27323,JPCKINF@EC2610A,10115
1000297055,27324,JPLIAUT@EC2610A,10331
1000297086,27325,JPSMORE@EC2609A,10453
1000297118,27326,MBALIHI@EC2705A,11233
1000297152,27327,SG-KBLH@EC2609B,14530
1000297056,27328,SGSMORE@EC2609A,14918
1000297088,27329,SG-CHQG@EC2609A,14434
1000297120,27330,SG-HKEX@EC2609B,14479
1000297143,27332,CI-CRBH@EC2609A,3162
1000297048,27333,CISMORE@EC2609A,3705
1000297092,27334,CIKUASO@EC2611B,3554
1000297125,27336,CIGANFE@EC2607B,3467
1000297157,27337,CIGEELY@EC2612A,3474
1000297061,27338,CIXTAPI@EC2610B,3815
1000297093,27339,CI-PAHT@EC2608A,3269
1000297304,27340,GJ-BYD @EP2611A,5576
1000297252,27341,HS-HKEX@EC2609B,7110
1000297203,27342,JPUBTEC@EC2609A,10525
1000297364,27343,JPCLIFE@EC2608C,10121
1000232541,27344,CT-CRCC@EC2607A,4272
1000297311,27347,JPALIBA@EC2609B,10028
1000297246,27348,BIXIAMI@EP2610B,1198
1000297205,27349,MBJIANC@EC2609A,11420
1000297365,27351,JPLININ@EC2609A,10335
1000297312,27352,JP-COVS@EC2607A,9734
1000297259,27355,JPHUAHO@EC2607C,10242
1000297196,27356,DSSPDRG@EC2704A,5016
